bus,name,base_kv,type,voltage_pu,angle_deg
333,PV2LV1(72),0.6600000262260437,1,1.0083812475204468,59.77454376220703
334,PV2LV1(73),0.6600000262260437,1,1.0084367990493774,59.775272369384766
335,PV2LV1(74),0.6600000262260437,1,1.00826895236969,59.77486801147461
336,PV2LV1(75),0.6600000262260437,1,1.008410096168518,59.77434158325195
337,PV2LV1(76),0.6600000262260437,1,1.0083928108215332,59.774200439453125
338,PV2LV1(77),0.6600000262260437,1,1.0084524154663086,59.77473068237305
339,PV2LV1(78),0.6600000262260437,1,1.0084573030471802,59.77473068237305
340,PV2LV1(79),0.6600000262260437,1,1.008347511291504,59.775455474853516
342,PV2LV1(80),0.6600000262260437,1,1.0083473920822144,59.77546310424805
343,PV2LV1(81),0.6600000262260437,1,1.0083544254302979,59.77526092529297
344,PV2LV1(82),0.6600000262260437,1,0.9971978664398193,59.70314407348633
345,PV2LV1(83),0.6600000262260437,1,0.9959704875946045,59.76189422607422
346,PV2LV1(84),0.6600000262260437,1,0.9959818720817566,59.761600494384766
347,PV2LV1(85),0.6600000262260437,1,0.9959577918052673,59.75951385498047
348,PV2LV1(86),0.6600000262260437,1,0.9960426688194275,59.760005950927734
349,PV2LV1(87),0.6600000262260437,1,0.9946870803833008,59.77625274658203
350,PV2LV1(88),0.6600000262260437,1,0.9955962300300598,59.78036880493164
351,PV2LV1(89),0.6600000262260437,1,0.9955564141273499,59.779693603515625
353,PV2LV1(90),0.6600000262260437,1,0.9972370266914368,59.702362060546875
354,PV2LV1(91),0.6600000262260437,1,0.9946936368942261,59.776065826416016
355,PV2LV1(92),0.6600000262260437,1,0.9955849647521973,59.78065490722656
356,PV2LV1(93),0.6600000262260437,1,0.9946526885032654,59.775203704833984
357,PV2LV1(94),0.6600000262260437,1,0.9946923851966858,59.776100158691406
358,PV2LV1(95),0.6600000262260437,1,0.9947028756141663,59.77581787109375
359,PV2LV1(96),0.6600000262260437,1,0.9956306219100952,59.779571533203125
360,PV2LV1(97),0.6600000262260437,1,0.9946691393852234,59.775238037109375
361,PV2LV1(98),0.6600000262260437,1,0.9956137537956238,59.77997589111328
362,PV2LV1(99),0.6600000262260437,1,0.9968021512031555,59.76115798950195
364,PV2LV2(100),0.6600000262260437,1,0.9968021512031555,59.76115798950195
365,PV2LV2(101),0.6600000262260437,1,0.9968303442001343,59.763710021972656
366,PV2LV2(102),0.6600000262260437,1,0.9967860579490662,59.762351989746094
367,PV2LV2(103),0.6600000262260437,1,0.9956137537956238,59.77997589111328
368,PV2LV2(104),0.6600000262260437,1,0.9967406988143921,59.76219177246094
369,PV2LV2(105),0.6600000262260437,1,0.996793806552887,59.76368713378906
370,PV2LV2(106),0.6600000262260437,1,0.997177243232727,59.7026252746582
371,PV2LV2(107),0.6600000262260437,1,0.9975516200065613,59.75690460205078
372,PV2LV2(108),0.6600000262260437,1,0.9977861046791077,59.75709915161133
373,PV2LV2(109),0.6600000262260437,1,0.9977596998214722,59.7577018737793
375,PV2LV2(110),0.6600000262260437,1,0.997796893119812,59.75684356689453
376,PV2LV2(111),0.6600000262260437,1,0.9971573352813721,59.703086853027344
377,PV2LV2(112),0.6600000262260437,1,0.9978188276290894,59.7563591003418
